file_path,betweenness,pagerank,degree,repo_name
pandas\plotting\_matplotlib\tools.py,0.000115,0.000812,11,pandas-dev/pandas
pandas\plotting\_matplotlib\__init__.py,7.7e-05,0.000614,9,pandas-dev/pandas
pandas\io\clipboard\__init__.py,0.001617,0.000594,4,pandas-dev/pandas
pandas\io\excel\_base.py,0.013867,0.001572,30,pandas-dev/pandas
pandas\io\excel\_calamine.py,0.0,0.000608,5,pandas-dev/pandas
pandas\io\excel\_odfreader.py,5.4e-05,0.000608,8,pandas-dev/pandas
pandas\io\excel\_odswriter.py,0.000326,0.000672,7,pandas-dev/pandas
pandas\io\excel\_openpyxl.py,0.000147,0.000736,8,pandas-dev/pandas
pandas\io\excel\_pyxlsb.py,0.0,0.000608,7,pandas-dev/pandas
pandas\io\excel\_util.py,0.000102,0.001049,9,pandas-dev/pandas
pandas\io\excel\_xlrd.py,1e-06,0.000608,8,pandas-dev/pandas
pandas\io\excel\_xlsxwriter.py,0.000144,0.000672,6,pandas-dev/pandas
pandas\io\excel\__init__.py,0.020965,0.000751,7,pandas-dev/pandas
pandas\io\formats\console.py,0.0,0.000985,2,pandas-dev/pandas
pandas\io\formats\css.py,2e-06,0.000598,4,pandas-dev/pandas
pandas\io\formats\csvs.py,1e-06,0.000654,12,pandas-dev/pandas
pandas\io\formats\excel.py,0.011101,0.000819,16,pandas-dev/pandas
pandas\io\formats\format.py,0.026898,0.003496,41,pandas-dev/pandas
pandas\io\formats\html.py,1e-05,0.000654,8,pandas-dev/pandas
pandas\io\formats\info.py,3.3e-05,0.000655,9,pandas-dev/pandas
pandas\io\formats\printing.py,0.004927,0.004665,30,pandas-dev/pandas
pandas\io\formats\string.py,0.002986,0.001581,13,pandas-dev/pandas
pandas\io\formats\style.py,0.002819,0.000721,14,pandas-dev/pandas
pandas\io\formats\style_render.py,9e-06,0.000595,12,pandas-dev/pandas
pandas\io\formats\xml.py,0.00036,0.000593,11,pandas-dev/pandas
pandas\io\formats\_color_data.py,0.0,0.000598,1,pandas-dev/pandas
pandas\io\formats\__init__.py,0.0,0.001117,8,pandas-dev/pandas
pandas\io\json\_json.py,0.033322,0.011202,24,pandas-dev/pandas
pandas\io\json\_normalize.py,0.002043,0.003312,9,pandas-dev/pandas
pandas\io\json\_table_schema.py,0.001603,0.001977,15,pandas-dev/pandas
pandas\io\json\__init__.py,0.003102,0.002352,13,pandas-dev/pandas
pandas\io\parsers\arrow_parser_wrapper.py,4.5e-05,0.000601,17,pandas-dev/pandas
pandas\io\parsers\base_parser.py,0.002694,0.000689,21,pandas-dev/pandas
pandas\io\parsers\c_parser_wrapper.py,7.3e-05,0.000601,19,pandas-dev/pandas
pandas\io\parsers\python_parser.py,1.9e-05,0.000601,20,pandas-dev/pandas
pandas\io\parsers\readers.py,0.021928,0.001808,30,pandas-dev/pandas
pandas\io\parsers\__init__.py,0.002645,0.000903,6,pandas-dev/pandas
pandas\io\sas\sas7bdat.py,0.00288,0.001586,17,pandas-dev/pandas
pandas\io\sas\sasreader.py,0.011875,0.011029,13,pandas-dev/pandas
pandas\io\sas\sas_constants.py,0.0,0.000629,2,pandas-dev/pandas
pandas\io\sas\sas_xport.py,1.7e-05,0.001586,10,pandas-dev/pandas
pandas\io\sas\__init__.py,0.000133,0.000697,2,pandas-dev/pandas
pandas\core\arrays\base.py,0.004895,0.003009,38,pandas-dev/pandas
pandas\core\arrays\boolean.py,0.001255,0.001795,20,pandas-dev/pandas
pandas\core\arrays\categorical.py,0.007372,0.001951,43,pandas-dev/pandas
pandas\core\arrays\datetimelike.py,0.00272,0.001142,39,pandas-dev/pandas
pandas\core\arrays\datetimes.py,0.00231,0.001543,30,pandas-dev/pandas
pandas\core\arrays\floating.py,0.001195,0.002194,14,pandas-dev/pandas
pandas\core\arrays\integer.py,0.001086,0.002257,15,pandas-dev/pandas
pandas\core\arrays\interval.py,0.001697,0.001272,30,pandas-dev/pandas
pandas\core\arrays\masked.py,0.005363,0.001574,39,pandas-dev/pandas
pandas\core\arrays\numeric.py,0.000691,0.001234,16,pandas-dev/pandas
pandas\core\arrays\numpy_.py,0.001774,0.001346,24,pandas-dev/pandas
pandas\core\arrays\period.py,0.000834,0.001228,20,pandas-dev/pandas
pandas\core\arrays\string_.py,0.007213,0.003744,53,pandas-dev/pandas
pandas\core\arrays\string_arrow.py,0.002653,0.001525,28,pandas-dev/pandas
pandas\core\arrays\timedeltas.py,0.002518,0.00152,27,pandas-dev/pandas
pandas\core\arrays\_arrow_string_mixins.py,0.0,0.000641,9,pandas-dev/pandas
pandas\core\arrays\_mixins.py,0.001613,0.001048,31,pandas-dev/pandas
pandas\core\arrays\_ranges.py,2e-06,0.000666,8,pandas-dev/pandas
pandas\core\arrays\_utils.py,0.0,0.000624,11,pandas-dev/pandas
pandas\core\arrays\__init__.py,0.029315,0.010393,79,pandas-dev/pandas
pandas\core\array_algos\datetimelike_accumulations.py,0.0,0.000544,5,pandas-dev/pandas
pandas\core\array_algos\masked_accumulations.py,0.0,0.000544,3,pandas-dev/pandas
pandas\core\array_algos\masked_reductions.py,0.0,0.000544,5,pandas-dev/pandas
pandas\core\array_algos\putmask.py,1.6e-05,0.000726,11,pandas-dev/pandas
pandas\core\array_algos\quantile.py,0.0,0.000763,8,pandas-dev/pandas
pandas\core\array_algos\replace.py,0.0,0.00071,7,pandas-dev/pandas
pandas\core\array_algos\take.py,0.000217,0.000742,14,pandas-dev/pandas
pandas\core\array_algos\transforms.py,0.0,0.000665,6,pandas-dev/pandas
pandas\core\array_algos\__init__.py,0.0,0.000893,5,pandas-dev/pandas
pandas\core\computation\align.py,0.000754,0.000645,14,pandas-dev/pandas
pandas\core\computation\api.py,0.00818,0.00288,2,pandas-dev/pandas
pandas\core\computation\check.py,3e-05,0.000822,5,pandas-dev/pandas
pandas\core\computation\common.py,0.0001,0.000696,9,pandas-dev/pandas
pandas\core\computation\engines.py,0.002362,0.00071,7,pandas-dev/pandas
pandas\core\computation\eval.py,0.020359,0.003117,19,pandas-dev/pandas
pandas\core\computation\expr.py,0.000393,0.000843,13,pandas-dev/pandas
pandas\core\computation\expressions.py,0.001166,0.000918,10,pandas-dev/pandas
pandas\core\computation\ops.py,0.002274,0.000914,14,pandas-dev/pandas
pandas\core\computation\parsing.py,1e-05,0.000958,6,pandas-dev/pandas
pandas\core\computation\pytables.py,0.000607,0.000566,16,pandas-dev/pandas
pandas\core\computation\scope.py,2.6e-05,0.000859,8,pandas-dev/pandas
pandas\core\computation\__init__.py,0.0,0.000925,4,pandas-dev/pandas
pandas\core\dtypes\api.py,1.8e-05,0.003118,2,pandas-dev/pandas
pandas\core\dtypes\astype.py,5.3e-05,0.001892,23,pandas-dev/pandas
pandas\core\dtypes\base.py,0.001601,0.003798,21,pandas-dev/pandas
pandas\core\dtypes\cast.py,0.007092,0.004391,66,pandas-dev/pandas
pandas\core\dtypes\common.py,0.009182,0.015572,132,pandas-dev/pandas
pandas\core\dtypes\concat.py,0.001975,0.003818,24,pandas-dev/pandas
pandas\core\dtypes\dtypes.py,0.043449,0.015918,117,pandas-dev/pandas
pandas\core\dtypes\generic.py,0.006657,0.009248,71,pandas-dev/pandas
pandas\core\dtypes\inference.py,1.1e-05,0.003486,17,pandas-dev/pandas
pandas\core\dtypes\missing.py,0.005032,0.006444,81,pandas-dev/pandas
pandas\core\dtypes\__init__.py,0.0,0.000598,1,pandas-dev/pandas
pandas\core\groupby\base.py,0.0,0.000544,1,pandas-dev/pandas
pandas\core\groupby\categorical.py,2.3e-05,0.000712,4,pandas-dev/pandas
pandas\core\groupby\generic.py,0.007274,0.005432,33,pandas-dev/pandas
pandas\core\groupby\groupby.py,0.008046,0.00422,37,pandas-dev/pandas
pandas\core\groupby\grouper.py,0.002952,0.004148,24,pandas-dev/pandas
pandas\core\groupby\indexing.py,1e-05,0.00065,10,pandas-dev/pandas
pandas\core\groupby\numba_.py,0.0,0.000544,5,pandas-dev/pandas
pandas\core\groupby\ops.py,0.001353,0.001355,24,pandas-dev/pandas
pandas\core\groupby\__init__.py,0.007778,0.011011,12,pandas-dev/pandas
pandas\core\indexers\objects.py,0.001339,0.001745,13,pandas-dev/pandas
pandas\core\indexers\utils.py,0.00241,0.002016,12,pandas-dev/pandas
pandas\core\indexers\__init__.py,0.003025,0.001732,19,pandas-dev/pandas
pandas\core\indexes\accessors.py,5.1e-05,0.000606,17,pandas-dev/pandas
pandas\core\indexes\api.py,0.008223,0.003576,52,pandas-dev/pandas
pandas\core\indexes\base.py,0.025518,0.005102,70,pandas-dev/pandas
pandas\core\indexes\category.py,0.000146,0.000747,15,pandas-dev/pandas
pandas\core\indexes\datetimelike.py,0.000365,0.000761,25,pandas-dev/pandas
pandas\core\indexes\datetimes.py,0.006659,0.001919,34,pandas-dev/pandas
pandas\core\indexes\extension.py,0.000273,0.000869,14,pandas-dev/pandas
pandas\core\indexes\frozen.py,0.001858,0.01041,9,pandas-dev/pandas
pandas\core\indexes\interval.py,0.00092,0.000856,24,pandas-dev/pandas
pandas\core\indexes\multi.py,0.002407,0.001313,34,pandas-dev/pandas
pandas\core\indexes\period.py,0.00226,0.001388,23,pandas-dev/pandas
pandas\core\indexes\range.py,0.001046,0.001415,23,pandas-dev/pandas
pandas\core\indexes\timedeltas.py,0.003836,0.00141,21,pandas-dev/pandas
pandas\core\indexes\__init__.py,0.0,0.000544,0,pandas-dev/pandas
pandas\core\interchange\buffer.py,2e-06,0.000587,5,pandas-dev/pandas
pandas\core\interchange\column.py,0.002484,0.000645,14,pandas-dev/pandas
pandas\core\interchange\dataframe.py,0.007035,0.000593,6,pandas-dev/pandas
pandas\core\interchange\dataframe_protocol.py,0.000421,0.001158,8,pandas-dev/pandas
pandas\core\interchange\from_dataframe.py,0.001349,0.000776,11,pandas-dev/pandas
pandas\core\interchange\utils.py,0.000804,0.000753,10,pandas-dev/pandas
pandas\core\interchange\__init__.py,0.0,0.000544,0,pandas-dev/pandas
pandas\core\internals\api.py,0.000381,0.001123,13,pandas-dev/pandas
pandas\core\internals\blocks.py,0.002572,0.001392,38,pandas-dev/pandas
pandas\core\internals\concat.py,0.00051,0.000974,15,pandas-dev/pandas
pandas\core\internals\construction.py,0.001021,0.000766,24,pandas-dev/pandas
pandas\core\internals\managers.py,0.005854,0.001297,31,pandas-dev/pandas
pandas\core\internals\ops.py,0.0,0.000589,7,pandas-dev/pandas
pandas\core\internals\__init__.py,0.011436,0.002525,14,pandas-dev/pandas
pandas\core\methods\describe.py,2.2e-05,0.000672,14,pandas-dev/pandas
pandas\core\methods\selectn.py,0.0,0.000544,9,pandas-dev/pandas
pandas\core\methods\to_dict.py,0.0,0.000593,10,pandas-dev/pandas
pandas\core\methods\__init__.py,0.0,0.000655,2,pandas-dev/pandas
pandas\core\ops\array_ops.py,0.003279,0.000727,18,pandas-dev/pandas
pandas\core\ops\common.py,0.000414,0.000965,14,pandas-dev/pandas
pandas\core\ops\dispatch.py,0.0,0.000583,4,pandas-dev/pandas
pandas\core\ops\invalid.py,0.000261,0.000787,7,pandas-dev/pandas
pandas\core\ops\mask_ops.py,0.000264,0.000674,5,pandas-dev/pandas
pandas\core\ops\missing.py,0.0,0.000544,2,pandas-dev/pandas
pandas\core\ops\__init__.py,0.004652,0.000763,9,pandas-dev/pandas
pandas\core\reshape\api.py,0.006945,0.00288,7,pandas-dev/pandas
pandas\core\reshape\concat.py,0.002601,0.002899,36,pandas-dev/pandas
pandas\core\reshape\encoding.py,0.000601,0.000952,16,pandas-dev/pandas
pandas\core\reshape\melt.py,0.000365,0.001,14,pandas-dev/pandas
pandas\core\reshape\merge.py,0.000563,0.001277,31,pandas-dev/pandas
pandas\core\reshape\pivot.py,0.000287,0.001,17,pandas-dev/pandas
pandas\core\reshape\reshape.py,0.000247,0.000655,25,pandas-dev/pandas
pandas\core\reshape\tile.py,0.000505,0.001279,16,pandas-dev/pandas
pandas\core\reshape\__init__.py,0.0,0.000544,0,pandas-dev/pandas
pandas\core\sparse\api.py,0.0,0.000544,2,pandas-dev/pandas
pandas\core\sparse\__init__.py,0.0,0.000544,0,pandas-dev/pandas
pandas\core\strings\accessor.py,0.000158,0.000705,20,pandas-dev/pandas
pandas\core\strings\object_array.py,8e-06,0.000707,12,pandas-dev/pandas
pandas\core\strings\__init__.py,0.0,0.000544,0,pandas-dev/pandas
pandas\core\tools\datetimes.py,0.001089,0.00096,26,pandas-dev/pandas
pandas\core\tools\numeric.py,0.000262,0.000843,18,pandas-dev/pandas
pandas\core\tools\timedeltas.py,0.000171,0.000762,15,pandas-dev/pandas
pandas\core\tools\times.py,0.0,0.000653,8,pandas-dev/pandas
pandas\core\tools\__init__.py,0.0,0.000579,1,pandas-dev/pandas
pandas\core\util\hashing.py,0.001249,0.002032,16,pandas-dev/pandas
pandas\core\util\numba_.py,7.9e-05,0.001541,13,pandas-dev/pandas
pandas\core\util\__init__.py,0.0,0.000816,1,pandas-dev/pandas
pandas\core\window\common.py,1e-05,0.000855,7,pandas-dev/pandas
pandas\core\window\ewm.py,0.003856,0.003501,21,pandas-dev/pandas
pandas\core\window\expanding.py,0.000379,0.003501,8,pandas-dev/pandas
pandas\core\window\numba_.py,1e-06,0.000855,7,pandas-dev/pandas
pandas\core\window\online.py,1e-06,0.000693,4,pandas-dev/pandas
pandas\core\window\rolling.py,0.025708,0.005503,34,pandas-dev/pandas
pandas\core\window\__init__.py,0.010705,0.010436,6,pandas-dev/pandas
pandas\core\_numba\executor.py,0.0,0.000607,6,pandas-dev/pandas
pandas\core\_numba\extensions.py,6.9e-05,0.000607,8,pandas-dev/pandas
pandas\core\_numba\__init__.py,0.0,0.000811,2,pandas-dev/pandas
pandas\core\_numba\kernels\mean_.py,0.001208,0.000717,6,pandas-dev/pandas
pandas\core\_numba\kernels\min_max_.py,0.000428,0.000717,4,pandas-dev/pandas
pandas\core\_numba\kernels\shared.py,0.0,0.000997,5,pandas-dev/pandas
pandas\core\_numba\kernels\sum_.py,0.001208,0.000839,6,pandas-dev/pandas
pandas\core\_numba\kernels\var_.py,0.001208,0.000717,5,pandas-dev/pandas
pandas\core\_numba\kernels\__init__.py,0.011742,0.000811,6,pandas-dev/pandas
pandas\core\arrays\arrow\accessors.py,0.000317,0.001276,7,pandas-dev/pandas
pandas\core\arrays\arrow\array.py,0.006726,0.001649,45,pandas-dev/pandas
pandas\core\arrays\arrow\extension_types.py,0.000193,0.000743,10,pandas-dev/pandas
pandas\core\arrays\arrow\_arrow_utils.py,0.0,0.001092,4,pandas-dev/pandas
pandas\core\arrays\arrow\__init__.py,0.00298,0.001721,6,pandas-dev/pandas
pandas\core\arrays\sparse\accessor.py,0.002854,0.001171,12,pandas-dev/pandas
pandas\core\arrays\sparse\array.py,0.00775,0.001728,31,pandas-dev/pandas
pandas\core\arrays\sparse\scipy_sparse.py,0.000146,0.000635,10,pandas-dev/pandas
pandas\core\arrays\sparse\__init__.py,0.004932,0.001475,6,pandas-dev/pandas
pandas\compat\numpy\function.py,0.0,0.000544,6,pandas-dev/pandas
pandas\compat\numpy\__init__.py,0.008648,0.033218,223,pandas-dev/pandas
pandas\api\executors\__init__.py,0.0,0.000544,1,pandas-dev/pandas
pandas\api\extensions\__init__.py,1.2e-05,0.000589,6,pandas-dev/pandas
pandas\api\indexers\__init__.py,0.0,0.000544,2,pandas-dev/pandas
pandas\api\interchange\__init__.py,0.0,0.000544,2,pandas-dev/pandas
pandas\api\types\__init__.py,0.005362,0.012107,24,pandas-dev/pandas
pandas\api\typing\aliases.py,0.0,0.000544,1,pandas-dev/pandas
pandas\api\typing\__init__.py,0.128486,0.102225,250,pandas-dev/pandas
doc\scripts\eval_performance.py,0.0,0.000544,2,pandas-dev/pandas
doc\source\conf.py,0.0,0.000544,2,pandas-dev/pandas
doc\source\signature_overrides.py,0.0,0.000776,2,pandas-dev/pandas
doc\sphinxext\announce.py,0.0,0.001007,1,pandas-dev/pandas
doc\sphinxext\contributors.py,0.0,0.000544,1,pandas-dev/pandas
asv_bench\benchmarks\algorithms.py,0.0,0.000544,3,pandas-dev/pandas
asv_bench\benchmarks\arithmetic.py,0.0,0.000544,5,pandas-dev/pandas
asv_bench\benchmarks\array.py,0.0,0.000544,3,pandas-dev/pandas
asv_bench\benchmarks\attrs_caching.py,0.0,0.000544,4,pandas-dev/pandas
asv_bench\benchmarks\boolean.py,0.0,0.000544,2,pandas-dev/pandas
asv_bench\benchmarks\categoricals.py,0.0,0.000544,5,pandas-dev/pandas
asv_bench\benchmarks\ctors.py,0.0,0.000544,3,pandas-dev/pandas
asv_bench\benchmarks\dtypes.py,0.0,0.000544,6,pandas-dev/pandas
asv_bench\benchmarks\eval.py,0.0,0.000544,4,pandas-dev/pandas
asv_bench\benchmarks\finalize.py,0.0,0.000544,1,pandas-dev/pandas
asv_bench\benchmarks\frame_ctor.py,0.0,0.000544,5,pandas-dev/pandas
asv_bench\benchmarks\frame_methods.py,0.0,0.000544,4,pandas-dev/pandas
asv_bench\benchmarks\gil.py,0.0,0.000544,5,pandas-dev/pandas
asv_bench\benchmarks\groupby.py,0.0,0.000544,6,pandas-dev/pandas
asv_bench\benchmarks\hash_functions.py,0.0,0.000544,2,pandas-dev/pandas
asv_bench\benchmarks\indexing.py,0.0,0.000544,3,pandas-dev/pandas
asv_bench\benchmarks\indexing_engines.py,0.0,0.000544,3,pandas-dev/pandas
asv_bench\benchmarks\index_cached_properties.py,0.0,0.000544,1,pandas-dev/pandas
asv_bench\benchmarks\index_object.py,0.0,0.000544,3,pandas-dev/pandas
asv_bench\benchmarks\inference.py,0.0,0.000544,3,pandas-dev/pandas
asv_bench\benchmarks\join_merge.py,0.0,0.000544,4,pandas-dev/pandas
asv_bench\benchmarks\libs.py,0.0,0.000544,5,pandas-dev/pandas
asv_bench\benchmarks\multiindex_object.py,0.0,0.000544,4,pandas-dev/pandas
asv_bench\benchmarks\package.py,0.0,0.000544,0,pandas-dev/pandas
asv_bench\benchmarks\pandas_vb_common.py,0.021149,0.004903,38,pandas-dev/pandas
asv_bench\benchmarks\period.py,0.0,0.000544,2,pandas-dev/pandas
asv_bench\benchmarks\plotting.py,0.0,0.000544,5,pandas-dev/pandas
asv_bench\benchmarks\reindex.py,0.0,0.000544,3,pandas-dev/pandas
asv_bench\benchmarks\replace.py,0.0,0.000544,3,pandas-dev/pandas
asv_bench\benchmarks\reshape.py,0.0,0.000544,5,pandas-dev/pandas
asv_bench\benchmarks\rolling.py,0.0,0.000544,3,pandas-dev/pandas
asv_bench\benchmarks\series_methods.py,0.0,0.000544,3,pandas-dev/pandas
asv_bench\benchmarks\sparse.py,0.0,0.000544,4,pandas-dev/pandas
asv_bench\benchmarks\stat_ops.py,0.0,0.000544,3,pandas-dev/pandas
asv_bench\benchmarks\strftime.py,0.0,0.000544,2,pandas-dev/pandas
asv_bench\benchmarks\strings.py,0.0,0.000544,3,pandas-dev/pandas
asv_bench\benchmarks\timedelta.py,0.0,0.000544,1,pandas-dev/pandas
asv_bench\benchmarks\timeseries.py,0.0,0.000544,6,pandas-dev/pandas
asv_bench\benchmarks\__init__.py,0.0,0.000544,0,pandas-dev/pandas
asv_bench\benchmarks\algos\isin.py,0.0,0.000544,2,pandas-dev/pandas
asv_bench\benchmarks\algos\__init__.py,0.0,0.000544,0,pandas-dev/pandas
asv_bench\benchmarks\io\csv.py,0.019293,0.001415,13,pandas-dev/pandas
asv_bench\benchmarks\io\excel.py,0.0,0.000544,4,pandas-dev/pandas
asv_bench\benchmarks\io\hdf.py,0.0,0.000544,3,pandas-dev/pandas
asv_bench\benchmarks\io\json.py,0.0,0.000544,3,pandas-dev/pandas
asv_bench\benchmarks\io\parsers.py,0.0,0.000544,1,pandas-dev/pandas
asv_bench\benchmarks\io\pickle.py,0.0,0.000544,3,pandas-dev/pandas
asv_bench\benchmarks\io\sas.py,0.0,0.000544,1,pandas-dev/pandas
asv_bench\benchmarks\io\sql.py,0.0,0.000544,3,pandas-dev/pandas
asv_bench\benchmarks\io\stata.py,0.0,0.000544,3,pandas-dev/pandas
asv_bench\benchmarks\io\style.py,0.0,0.000544,2,pandas-dev/pandas
asv_bench\benchmarks\io\__init__.py,0.0,0.000544,0,pandas-dev/pandas
asv_bench\benchmarks\tslibs\fields.py,0.0,0.000544,4,pandas-dev/pandas
asv_bench\benchmarks\tslibs\normalize.py,0.0,0.000544,3,pandas-dev/pandas
asv_bench\benchmarks\tslibs\offsets.py,0.0,0.000544,4,pandas-dev/pandas
asv_bench\benchmarks\tslibs\period.py,0.0,0.000544,4,pandas-dev/pandas
asv_bench\benchmarks\tslibs\resolution.py,0.0,0.000544,3,pandas-dev/pandas
asv_bench\benchmarks\tslibs\timedelta.py,0.0,0.000544,2,pandas-dev/pandas
asv_bench\benchmarks\tslibs\timestamp.py,0.0,0.000544,3,pandas-dev/pandas
asv_bench\benchmarks\tslibs\tslib.py,5.7e-05,0.001393,9,pandas-dev/pandas
asv_bench\benchmarks\tslibs\tz_convert.py,0.0,0.000544,3,pandas-dev/pandas
asv_bench\benchmarks\tslibs\__init__.py,0.0,0.000544,0,pandas-dev/pandas
setup.py,0.0,0.002438,0,huggingface/datasets
benchmarks\benchmark_array_xd.py,0.0,0.002438,5,huggingface/datasets
benchmarks\benchmark_getitem_100B.py,0.0,0.002438,3,huggingface/datasets
benchmarks\benchmark_indices_mapping.py,0.0,0.002438,3,huggingface/datasets
benchmarks\benchmark_iterating.py,0.0,0.002438,3,huggingface/datasets
benchmarks\benchmark_map_filter.py,0.0,0.002438,3,huggingface/datasets
benchmarks\format.py,0.0,0.002438,1,huggingface/datasets
benchmarks\utils.py,0.043854,0.023666,28,huggingface/datasets
utils\release.py,0.0,0.002438,0,huggingface/datasets
src\datasets\arrow_dataset.py,0.059683,0.008697,43,huggingface/datasets
src\datasets\arrow_reader.py,0.004093,0.006524,12,huggingface/datasets
src\datasets\arrow_writer.py,0.003779,0.011141,17,huggingface/datasets
src\datasets\builder.py,0.144985,0.016605,55,huggingface/datasets
src\datasets\combine.py,0.000127,0.004395,9,huggingface/datasets
src\datasets\config.py,0.000516,0.03051,12,huggingface/datasets
src\datasets\dataset_dict.py,0.011857,0.005739,18,huggingface/datasets
src\datasets\data_files.py,0.000622,0.003625,12,huggingface/datasets
src\datasets\distributed.py,0.0,0.002438,3,huggingface/datasets
src\datasets\exceptions.py,0.008523,0.004916,7,huggingface/datasets
src\datasets\fingerprint.py,0.009257,0.008954,11,huggingface/datasets
src\datasets\hub.py,0.004344,0.003276,7,huggingface/datasets
src\datasets\info.py,0.004287,0.009717,19,huggingface/datasets
src\datasets\inspect.py,0.010287,0.007624,16,huggingface/datasets
src\datasets\iterable_dataset.py,0.027981,0.007131,30,huggingface/datasets
src\datasets\load.py,0.034645,0.006425,30,huggingface/datasets
src\datasets\naming.py,0.0,0.010709,12,huggingface/datasets
src\datasets\search.py,0.0,0.002656,5,huggingface/datasets
src\datasets\splits.py,0.001131,0.008649,15,huggingface/datasets
src\datasets\streaming.py,0.004386,0.002879,7,huggingface/datasets
src\datasets\table.py,0.015474,0.023308,32,huggingface/datasets
src\datasets\__init__.py,0.120818,0.032234,48,huggingface/datasets
src\datasets\commands\datasets_cli.py,0.0,0.002438,4,huggingface/datasets
src\datasets\commands\delete_from_hub.py,0.000119,0.002956,4,huggingface/datasets
src\datasets\commands\env.py,0.000725,0.002956,4,huggingface/datasets
src\datasets\commands\test.py,0.003546,0.002956,9,huggingface/datasets
src\datasets\commands\__init__.py,0.000149,0.004428,4,huggingface/datasets
src\datasets\download\download_config.py,1.5e-05,0.012644,16,huggingface/datasets
src\datasets\download\download_manager.py,0.005037,0.005753,15,huggingface/datasets
src\datasets\download\streaming_download_manager.py,0.001384,0.005656,11,huggingface/datasets
src\datasets\download\__init__.py,0.001218,0.005404,6,huggingface/datasets
src\datasets\features\audio.py,0.005485,0.00493,10,huggingface/datasets
src\datasets\features\features.py,0.081706,0.037804,47,huggingface/datasets
src\datasets\features\image.py,0.001118,0.00493,9,huggingface/datasets
src\datasets\features\mesh.py,0.001118,0.00493,9,huggingface/datasets
src\datasets\features\nifti.py,0.000944,0.00493,8,huggingface/datasets
src\datasets\features\pdf.py,0.001118,0.00493,9,huggingface/datasets
src\datasets\features\translation.py,6e-06,0.00493,4,huggingface/datasets
src\datasets\features\video.py,0.000944,0.00493,8,huggingface/datasets
src\datasets\features\_torchcodec.py,0.0,0.002962,1,huggingface/datasets
src\datasets\features\__init__.py,0.000966,0.003287,10,huggingface/datasets
src\datasets\filesystems\compression.py,0.0,0.002438,1,huggingface/datasets
src\datasets\filesystems\__init__.py,0.000167,0.005737,8,huggingface/datasets
src\datasets\formatting\formatting.py,0.018815,0.010613,17,huggingface/datasets
src\datasets\formatting\jax_formatter.py,9.5e-05,0.002697,5,huggingface/datasets
src\datasets\formatting\np_formatter.py,3.6e-05,0.002697,3,huggingface/datasets
src\datasets\formatting\polars_formatter.py,0.000278,0.002697,5,huggingface/datasets
src\datasets\formatting\tf_formatter.py,3.6e-05,0.002697,4,huggingface/datasets
src\datasets\formatting\torch_formatter.py,3.6e-05,0.002697,4,huggingface/datasets
src\datasets\formatting\__init__.py,0.0,0.002438,8,huggingface/datasets
src\datasets\io\abc.py,4.6e-05,0.01474,12,huggingface/datasets
src\datasets\io\csv.py,0.004434,0.003423,9,huggingface/datasets
src\datasets\io\generator.py,0.004362,0.002931,5,huggingface/datasets
src\datasets\io\json.py,0.01498,0.015706,25,huggingface/datasets
src\datasets\io\parquet.py,0.010431,0.003423,13,huggingface/datasets
src\datasets\io\spark.py,0.013124,0.002931,6,huggingface/datasets
src\datasets\io\sql.py,0.004385,0.002772,7,huggingface/datasets
src\datasets\io\text.py,0.004384,0.003423,7,huggingface/datasets
src\datasets\io\__init__.py,0.0,0.016495,14,huggingface/datasets
src\datasets\packaged_modules\__init__.py,0.082627,0.003421,28,huggingface/datasets
src\datasets\parallel\parallel.py,0.006259,0.009025,4,huggingface/datasets
src\datasets\parallel\__init__.py,0.0,0.002438,1,huggingface/datasets
src\datasets\utils\deprecation_utils.py,0.0,0.002438,3,huggingface/datasets
src\datasets\utils\doc_utils.py,0.0,0.002814,2,huggingface/datasets
src\datasets\utils\experimental.py,1.1e-05,0.002908,2,huggingface/datasets
src\datasets\utils\extract.py,0.000293,0.003535,6,huggingface/datasets
src\datasets\utils\filelock.py,0.0,0.022624,2,huggingface/datasets
src\datasets\utils\file_utils.py,0.036767,0.012902,30,huggingface/datasets
src\datasets\utils\hub.py,0.0,0.002657,1,huggingface/datasets
src\datasets\utils\info_utils.py,0.004491,0.004588,9,huggingface/datasets
src\datasets\utils\json.py,0.000767,0.008411,8,huggingface/datasets
src\datasets\utils\logging.py,0.001282,0.035339,22,huggingface/datasets
src\datasets\utils\metadata.py,0.000659,0.003338,9,huggingface/datasets
src\datasets\utils\patching.py,0.0,0.002846,2,huggingface/datasets
src\datasets\utils\py_utils.py,0.011472,0.021244,29,huggingface/datasets
src\datasets\utils\sharding.py,0.0,0.00385,3,huggingface/datasets
src\datasets\utils\stratify.py,0.0,0.002656,1,huggingface/datasets
src\datasets\utils\tf_utils.py,0.0,0.002656,1,huggingface/datasets
src\datasets\utils\tqdm.py,0.003005,0.02894,11,huggingface/datasets
src\datasets\utils\track.py,0.0,0.005858,4,huggingface/datasets
src\datasets\utils\typing.py,0.0,0.129935,81,huggingface/datasets
src\datasets\utils\version.py,1.1e-05,0.003937,4,huggingface/datasets
src\datasets\utils\_dataset_viewer.py,0.0,0.002438,4,huggingface/datasets
src\datasets\utils\_dill.py,0.005681,0.008663,5,huggingface/datasets
src\datasets\utils\_filelock.py,0.004413,0.023784,5,huggingface/datasets
src\datasets\utils\__init__.py,0.004611,0.002764,6,huggingface/datasets
